x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,target
0.021584965106746398,0.01995026821922152,0.02760183094828637,0.023907838556357686,0.02623639298288663,0.02638673191687688,0.028661057127409108,0.030574559771751948,0.030202191546968526,0.029862860974991193,0.029783904456741967,0.031092814683309374,0.03218565683043521,0.03282620751690388,0.034356187384844084,0.03346929327840586,0.03219308836924166,0.03319240092560533,0.03396495449310513,0.03554265271131224,0.03504913896642932,0.0364174178783289,0.03716012595544451,0.0375659791545559,0.03684162248075815,0.03705290971152526,0.037786775774065716,0.03735724523121823,0.03881218417412994,0.03837068216111291,calling
0.03569664287649372,0.049291588595050215,0.030012591201251066,0.036957241181944156,0.03519472146000325,0.0346346675341625,0.03086039939644251,0.029546902097588507,0.030139361665019748,0.029111803101922656,0.02848361126128285,0.027720445838735532,0.02753281868080338,0.029052152187406925,0.029718487081593192,0.026908723391626626,0.0273018383253083,0.02815031969064584,0.029267774733775814,0.027990385772835778,0.02935083939397729,0.02930808882394571,0.029317209935062847,0.029955461915098645,0.030559217075335446,0.03010093180846724,0.030564164811779256,0.03106402518546872,0.030926335033829803,0.030854232322859543,calling
0.03878601964628197,0.02505240363625331,0.016903188751649235,0.020113595953717943,0.019908894023724234,0.021480400237378027,0.0216365514836564,0.02315774309265504,0.025225729852606706,0.025120779129037738,0.027016476456129052,0.025044873810869374,0.025975386428080432,0.024986812543544866,0.026632810494630905,0.027286623320402083,0.02762058554058039,0.028614811436525386,0.02905935046804312,0.027662190410489812,0.027460201253043475,0.027717718732189797,0.027289609988905176,0.027349800972203683,0.027457825452839358,0.028138675313642374,0.02863414515689178,0.02921225969867682,0.02827228815785441,0.028142458465527178,calling
0.03212168301202119,0.03981459624843357,0.02930715747456082,0.029824296668463143,0.03156368699218428,0.029803476819704324,0.03147588712878227,0.03431182933804633,0.03495664060171844,0.035943521208634054,0.0328100202316182,0.03425844325111476,0.03264113336933483,0.03384021312891222,0.03429105077598634,0.03255268932133539,0.031619337140478654,0.03234725511317302,0.03329284136262191,0.0334255714279217,0.03365314044974407,0.03247037911882941,0.03125354644432287,0.03114969440496194,0.031217822439668922,0.030850470859896357,0.031046210535646507,0.03092883563427682,0.029808130470268156,0.02976243123151619,calling
0.0295800468279844,0.01906712384624668,0.01885620923844786,0.02045344745813538,0.02247323024947596,0.019785143437826294,0.021084986511557772,0.020252109682267056,0.02088587031354145,0.021889580428278717,0.023009752100191152,0.02252410773832536,0.02235710506181788,0.021485269128970596,0.0206828107543615,0.021675555314536014,0.022057646030763167,0.020946776847555314,0.02131232707466584,0.020140076762841002,0.020189800887574053,0.020251175690734473,0.019787300323028275,0.020212409536991445,0.020455276260311215,0.02081482027528871,0.02132172811604391,0.021774824774028975,0.02033152005969154,0.02010323714345795,calling
0.03619692150269021,0.025360454506273705,0.025109479829543,0.028308164337119697,0.02502934236260478,0.023804609952873534,0.024368828206387347,0.02587905787096402,0.023983753496744586,0.025938013110603293,0.026319081692354553,0.024615486096189517,0.026075019837924724,0.026903594822712852,0.026440149067051995,0.02455694460871578,0.025149210846581716,0.025732848820368904,0.025460965165227317,0.024846847220529475,0.0258801085049748,0.02437179489810029,0.0225716485918827,0.023082523099727133,0.022099468826339244,0.022283409962134387,0.02255309099733136,0.022716984720498323,0.022536013317856738,0.02202727674500772,calling
0.03792919648311714,0.01346426130990443,0.01693878712395507,0.01569051734878732,0.016864464547563712,0.018156368263827882,0.020319764789011683,0.021095494643559174,0.02262669154700813,0.02264403984162762,0.023205387823495426,0.024520849629153924,0.025385932843721183,0.02699234836290564,0.02750265392637895,0.027904553895638416,0.027810875662449847,0.027958092743744258,0.02689972208871756,0.02725933635954081,0.027993529292605727,0.028410712518484007,0.027940641021412596,0.027677529626049406,0.028068019648583072,0.027766740969257766,0.0283926943976156,0.028291132475042172,0.02901045218747968,0.02986179489619413,calling
0.01626608749599084,0.02717900440510089,0.0319553287413226,0.03865760194728749,0.0276000984226686,0.02410575470372974,0.027654803972432303,0.02766992473109686,0.02570304174462446,0.026920646879062857,0.029080863856401924,0.02729887952273695,0.027607143045435975,0.027572783601604953,0.028866122137255038,0.028175096608266417,0.028545596766242864,0.02809456873483138,0.028355418763619234,0.02754250205023739,0.027234855216263485,0.028583043055878044,0.02916770424500792,0.02910295015231075,0.02953630259778019,0.029271625792548515,0.028826553895914372,0.02864312538727976,0.028740083323713802,0.028044953244068967,calling
0.03201464849066581,0.026856940657049428,0.032950358832386,0.03245265838676805,0.033776093058103925,0.0389217635618384,0.037578569637640086,0.04155028889430111,0.04251330379418152,0.041027367845378374,0.0425565955203218,0.04396140436413634,0.04623534949978811,0.04688848770494068,0.04787246260892853,0.04891135775841343,0.04949959676975627,0.05132705700937628,0.05073983993502141,0.05147424934340026,0.052659887208068,0.05150471447500655,0.052163562761992466,0.053060607770887544,0.05481548210591328,0.05598316966283263,0.05664035249168858,0.05798844175452748,0.058336582919363784,0.059266733470702465,calling
0.044374069213558194,0.02308114727969551,0.020308228454149826,0.02366188438127065,0.024797713765688432,0.02409474133241323,0.023158074887453434,0.02405519136599834,0.021674762136180643,0.0236641153093382,0.023766529955159068,0.023637968060733015,0.02285290096009159,0.023840569783693904,0.02297517087326467,0.02379947671601567,0.024088363110770408,0.02466922188687757,0.02536431034259986,0.024414403091227645,0.02408032147093749,0.023802689012323137,0.02446258761060774,0.025040593988988044,0.025358654314700104,0.024593967875051664,0.025209969478941437,0.025271630404288863,0.02395539549054226,0.023845765215192934,calling
